Tweet,Text,Match,Polarity
198,"['rt', 'gf', 'tesla', 'gigaberlin', 'november', 'weekend', 'update', 'first', 'indoor', 'crane', 'casting', 'installed']",,neutral
199,"['atptour', 'indoor', 'hard', 'court', 'match', 'wins', 'felix', 'auger', 'aliassime', 'andrey', 'rublev', 'alexand']","hard,wins",neutral
200,"['rt', 'drlawyercop', 'guys', 'dying', 'good', 'indoor', 'outdoor', 'slippers', 'several', 'brands', 'worked', 'suggestions']","dying,good,worked",positive
201,"['adjh', 'peculiarbaptist', 'theme', 'parks', 'open', 'florida', 'months', 'major', 'outbreaks']",,neutral
202,"['rt', 'atlantaconserv', 'bradlander', 'nycschools', 'followcsa', 'brad', 'lander', 'enemy', 'people']",enemy,negative
203,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
204,"['jasonrantz', 'supposedly', 'indoor', 'dining', 'hair', 'salons', 'chopping', 'block']",,neutral
205,"['nycmayor', 'joyannreid', 'plan', 'cops', 'wear', 'masks', 'halt', 'indoor', 'dining', 'gyms', 'keep', 'schools', 'open', 'gather', 'indoors']",,neutral
206,"['friday', 'movie', 'indoor', 'bae']",,neutral
207,"['rt', 'thckmfroddy', 'need', 'guys', 'want', 'date', 'indoor', 'skydiving', 'zoo', 'aquarium', 'shopping', 'food', 'drinks', 'car', 'drives', 'shopping', 'go', 'karts', 'rolle']",,neutral
208,"['rt', 'celinegounder', 'nyc', 'likely', 'hit', 'covid', 'test', 'positivity', 'rates', 'weekend', 'indoor', 'dining', 'major', 'risk', 'factor', 'spread', 'covi']",risk,negative
209,"['andrewthrasher', 'adamkoos', 'nearly', 'people', 'die', 'covid', 'shutdown', 'already', 'number', 'wo']",die,negative
210,"['minister', 'health', 'merrimanpaul', 'sidesteps', 'clear', 'question', 'ahiddycbc', 'masks', 'indoor', 'settin']",clear,positive
211,"['one', 'needs', 'eat', 'indoors']",,neutral
212,"['rt', 'nygovcuomo', 'covid', 'fatigue', 'one', 'thing', 'covid', 'denial', 'another', 'remember', 'put', 'risk', 'host', 'large', 'ind']","fatigue,denial,risk",negative
213,"['nah', 'usually', 'sandwiched', 'weed', 'inhaling', 'selfie', 'one', 'leg', 'bath', 'tub', 'water', 'boomera']",weed,negative
214,"['nycmayor', 'nygovcuomo', 'nytimes', 'positivity', 'rate', 'close', 'indoor', 'dining', 'nyc', 'n']",,neutral
215,"['microwave', 'self', 'visiting', 'parents', 'tg', 'seriousness', 'exceptions', 'undermine', 'rock', 'solid', 'scie']","seriousness,undermine,solid",negative
216,"['kennybeckwxii', 'doc', 'clear', 'foggy', 'time', 'mean', 'restaurants', 'particular', 'wil']",clear,positive
217,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
218,"['rt', 'sreckhow', 'second', 'handedly', 'suggested', 'need', 'strikes', 'schools', 'us', 'state', 'capitols', 'force', 'leaders', 'revis']",,neutral
219,"['imo', 'indoor', 'group', 'workout', 'class', 'absolute', 'worst', 'thing', 'could', 'possibly', 'right', 'rented']","worst,right",neutral
220,"['indoor', 'cycling', 'vs', 'night', 'riding', 'best', 'winter', 'training', 'via', 'youtube']",best,positive
221,"['huff', 'covid', 'buttholes', 'today', 'phrase', 'pays']",,neutral
222,"['rt', 'chandlerpolice', 'could', 'currently', 'hiring', 'recruit', 'amp', 'lateral', 'officers', 'new', 'officer', 'train', 'w', 'others']",,neutral
223,"['rt', 'mrsdangelo', 'ics', 'rainy', 'day', 'play', 'indoor', 'obstacle', 'course', 'time', 'prek', 'icschool', 'online', 'archny', 'scho']",obstacle,negative
224,"['nursery', 'love', 'indoor', 'outdoor', 'water', 'play', 'great', 'opportunity', 'develop', 'creativity', 'imagination']","love,great",positive
225,"['rt', 'suzannereisman', 'indoor', 'dining', 'remains', 'open', 'fucking', 'stupid']","fucking,stupid",negative
226,"['please', 'aware', 'effective', 'pm', 'tonight', 'bars', 'restaurants', 'gyms', 'must', 'close', 'pm']",effective,positive
227,"['get', 'governors', 'feel', 'imperative', 'act', 'misguided', 'social', 'gatherings', 'done', 'masks']",misguided,negative
228,"['winter', 'season', 'around', 'corner', 'two', 'great', 'options', 'outdoor', 'league', 'saturdays', 'sunflower', 'soccer', 'associ']",great,positive
229,"['rt', 'skybreaker', 'adjh', 'peculiarbaptist', 'theme', 'parks', 'open', 'florida', 'months', 'major', 'outbreaks', 'indoo']",,neutral
230,"['best', 'indoor', 'gardens', 'herb', 'garden', 'kits', 'families']",best,positive
231,"['vermont', 'led', 'nation', 'containing', 'covid', 'things', 'looking', 'worse', 'governor', 'issued']","led,worse",neutral
232,"['td', 'fields', 'sorry', 'indoor', 'boot']",sorry,negative
233,"['sportscenter', 'trying', 'find', 'fccincinnati', 'usl', 'kit', 'ebay', 'finding', 'subs', 'late', 'night', 'indoor', 'game']",,neutral
234,"['rt', 'kooltechltd', 'mitsubishi', 'electric', 'mext', 'dx', 'system', 'provides', 'high', 'sensible', 'cooling', 'close', 'control', 'temperature', 'humidity', 'ideal']","sensible,ideal",positive
235,"['rt', 'ynstgabriels', 'nursery', 'love', 'indoor', 'outdoor', 'water', 'play', 'great', 'opportunity', 'develop', 'creativity', 'imagination']","love,great",positive
236,"['greenfieldjohn', 'argued', 'restaurant', 'experience', 'safer', 'private', 'indoor', 'hang', 'shorter', 'better']","hang,better",neutral
237,"['rt', 'milehighbrendan', 'reject', 'framing', 'gop', 'leaders', 'promoting', 'responsibility', 'unambiguously', 'pleading']",reject,negative
238,"['rt', 'altaredvision', 'one', 'puts', 'titties', 'ig', 'close', 'friends', 'anymore', 'crowded', 'indoor', 'parties', 'want', 'everyone']",crowded,negative
239,"['annke', 'ch', 'h', 'security', 'camera', 'system', 'mp', 'lite', 'dvr', 'tb', 'hard', 'drive', 'pir', 'cctv', 'camera', 'outdoor']",hard,negative
240,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
241,"['rt', 'wehave', 'bebetter', 'point', 'go', 'without', 'mask', 'attend', 'indoor', 'events', 'risky', 'charged', 'insurance']",risky,negative
242,"['problems', 'policy', 'problems']",problems,negative
243,"['frankscarpitti', 'tell', 'moving', 'enclosed', 'indoor', 'space', 'outdoor', 'enclosed', 'space', 'makes', 'difference']",,neutral
244,"['new', 'grow', 'room', 'setup', 'great', 'resource', 'start', 'great', 'job', 'redawna']",great,positive
245,"['rt', 'juliapretus', 'outrageous', 'mayorcantrell', 'cityofnola', 'local', 'musicians', 'best', 'hustle', 'survive', 'want', 'th']","outrageous,best",neutral
246,"['everything', 'bigger', 'texas', 'even', 'stupidity', 'bigger']",stupidity,negative
247,"['jachristian', 'snitching', 'type', 'looked', 'emeryville', 'allowed', 'indoor', 'dining']",,neutral
248,"['bradlander', 'nycschools', 'followcsa', 'brad', 'lander', 'experts', 'say', 'submissive', 'wants', 'governed', 'rul']",submissive,negative
249,"['keep', 'indoor', 'air', 'clean', 'fresh', 'keep', 'maskedlife']","clean,fresh",positive
250,"['rt', 'lorrainefortx']",,neutral
251,"['get', 'governors', 'feel', 'need', 'act', 'misguided', 'social', 'gatherings', 'done', 'masks']",misguided,negative
252,"['rt', 'benjysarlin', 'wondering', 'keep', 'forced', 'terrible', 'choices', 'one', 'big', 'piece', 'local', 'governments', 'deficit', 'spend', 'bail', 'ou']",terrible,negative
253,"['cannot', 'legally', 'enforce', 'b', 'huge', 'tim', 'howard', 'fan', 'together', 'pack', 'thr', 'tables', 'gobble', 'gobble', 'bit']",,neutral
254,"['testing', 'indoor', 'umbrella', 'friday', 'th', 'ya', 'feel', 'lucky', 'punk']","lucky,punk",neutral
255,"['yes', 'know', 'virus', 'spread', 'places', 'spend', 'money']",virus,negative
256,"['one', 'life', 'goals', 'indoor', 'pond', 'like']",like,positive
257,"['rt', 'nhannahjones', 'even', 'stop', 'indoor', 'dining', 'may', 'stop', 'indoor', 'person', 'school', 'appalling']",appalling,negative
258,"['indoor', 'cat', 'white', 'grey']",,neutral
259,"['safely', 'reopen', 'schools', 'indoor', 'air', 'quality', 'ventilation', 'priority']",safely,positive
260,"['rt', 'jljcolorado', 'webinar', 'starting', 'min', 'still', 'register', 'interested']",,neutral
261,"['rt', 'nypd', 'pct', 'please', 'aware', 'effective', 'pm', 'tonight', 'bars', 'restaurants', 'gyms', 'must', 'close', 'pm', 'non', 'essenti']",effective,positive
262,"['inches', 'round', 'plastic', 'planter', 'indoor', 'outdoor', 'balcony', 'patio', 'plant', 'pot', 'home', 'garden', 'office', 'flowering', 'container', 'co']",,neutral
263,"['dinclinic', 'reopening', 'indoor', 'dining', 'quite', 'questionable']",questionable,negative
264,"['darwn', 'govmikedewine', 'sure', 'disease', 'disruptive', 'however', 'ppe', 'help']",disruptive,negative
265,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
266,"['hes', 'code', 'obtain', 'hes', 'code', 'measures', 'taken', 'rules', 'followed', 'th']",,neutral
267,"['indoor', 'temp']",,neutral
268,"['depressed', 'indoor', 'group', 'fitness', 'closed', 'two', 'weeks', 'yet', 'bars', 'still', 'open', 'pm', 'gym', 'lite']",depressed,negative
269,['amen'],,neutral
270,"['rt', 'stephbencin', 'cancel', 'indoor', 'dining', 'first']",,neutral
271,"['edmorrissey', 'benshapiro', 'wedding', 'ceremony', 'scheduled', 'san', 'diego', 'california', 'next', 'weekend', 'cancelled', 'go']",,neutral
272,"['concept', 'model', 'indoor', 'rower', 'pm', 'monitor', 'jimibeee']",,neutral
273,"['bradlander', 'nycschools', 'followcsa', 'brad', 'lander', 'despises', 'american', 'people', 'according', 'sources', 'familiar']",,neutral
274,"['inches', 'round', 'plastic', 'planter', 'indoor', 'outdoor', 'balcony', 'patio', 'plant', 'pot', 'home', 'garden', 'office', 'flowering', 'container']",,neutral
275,"['unsurprisingly', 'indoor', 'gyms', 'restaurants', 'nexus', 'much', 'increas']",,neutral
276,['agreed'],,neutral
277,"['need', 'go', 'indoor', 'ski', 'place', 'hit', 'actual', 'slopes']",,neutral
278,"['according', 'govtimwalz', 'minnesotan', 'cannot', 'outside', 'people', 'max', 'different', 'hou']",,neutral
279,"['person', 'learning', 'considered', 'essential', 'activity', 'keeptheschoolopen']",,neutral
280,"['rt', 'ejapat', 'please', 'someone', 'tell', 'appeal', 'outdoor', 'dining', 'pandemic', 'ravaging', 'acr']",appeal,positive
281,"['atlantic', 'city', 'top', 'casino', 'cuts', 'bottom', 'line', 'borgata', 'staffers', 'getting', 'layoffs', 'hours', 'reduced', 'day', 'afte']",top,positive
282,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
283,"['theduhalde', 'harrybaker', 'md', 'coworkers', 'going', 'indoor', 'dining', 'party', 'restaurant', 'say', 'good']",good,positive
284,"['rt', 'jm', 'mcgrath', 'covid', 'science', 'table', 'another', 'presentation', 'published', 'yesterday', 'among', 'things', 'scientific', 'evidenc']",,neutral
285,"['rt', 'pajamawitch', 'yes', 'know', 'virus', 'spread', 'places', 'spend', 'money']",virus,negative
286,"['pre', 'covid', 'march', 'shut', 'economic', 'projection', 'showed', 'atlantic', 'county', 'would', 'among', 'hardest', 'hit', 'countie']",,neutral
287,"['racin', 'jason', 'treschicblkgeek', 'dosomemolly', 'ambernajarro', 'nj', 'restaurants', 'opened', 'indoor', 'dining', 'amp']",,neutral
288,"['rt', 'yaliberty', 'bureaucrat', 'mantra', 'rules', 'thee', 'raw', 'flawless', 'form']",flawless,positive
289,"['rt', 'mamarama', 'good', 'graphic', 'worth', 'flat', 'earthers']","good,worth",positive
290,"['tonight', 'indoor', 'feel', 'tbh']",,neutral
291,"['ndr', 'mista', 'maha', 'joseg', 'nj', 'redistrict', 'yeah', 'much', 'safer', 'america', 'years', 'trump', 'ignoring']",trump,positive
292,"['andrew', 'b', 'bader', 'kingharis', 'jbouie', 'indoor', 'dining', 'bars', 'allowed', 'charlottesville']",,neutral
293,"['never', 'forget', 'year', 'old', 'woman', 'came', 'indoor', 'trampoline', 'place']",,neutral
294,"['rt', 'covid', 'riskusa', 'thank', 'half', 'million', 'people', 'visited', 'site', 'today', 'learn', 'regional', 'covid', 'risk', 'pl']","thank,risk",neutral
295,"['rt', 'njgov', 'effective', 'today', 'indoor', 'dining', 'pm', 'restaurants', 'bars', 'clubs', 'lounges', 'barside', 'seating', 'prohibited']",effective,positive
296,"['rt', 'dominionpostwv', 'breaking', 'gov', 'justice', 'announces', 'new', 'indoor', 'face', 'covering', 'requirement', 'take', 'effect', 'midnight', 'businesses', 'wi']",breaking,negative
297,"['nygovcuomo', 'open', 'nyc', 'cinemas', 'small', 'indoor', 'entertainment', 'venues', 'guidelines', 'everywhere', 'else']",,neutral
298,"['current', 'indoor', 'temperature', 'humidity', 'temperature', 'forestville', 'current', 'time']",,neutral
299,"['joeborellinyc', 'agree', 'celebrating', 'streets', 'agree', 'indoor', 'gatherings', 'well']",well,positive
300,"['ron', 'cosby', 'trane', 'tech', 'shares', 'four', 'key', 'areas', 'indoor', 'air', 'quality', 'including', 'dilute', 'exhaust', 'contain', 'clea']",exhaust,negative
301,"['indoor', 'air', 'quality', 'top', 'mind', 'due', 'covid', 'says', 'ron', 'cosby', 'trane', 'tech']",top,positive
302,"['rt', 'pajamawitch', 'yes', 'know', 'virus', 'spread', 'places', 'spend', 'money']",virus,negative
303,"['closing', 'schools', 'keeping', 'indoor', 'dining', 'open', 'decision']",,neutral
304,"['rt', 'reddogsusie', 'blanca', 'safe', 'thanks', 'pa', 'pitstop', 'see', 'freedom', 'pic', 'pledges', 'donations', 'pls', 'ref', 'blanca']","safe,freedom",positive
305,"['rt', 'meridian', 'campus', 'st', 'mary', 'children', 'making', 'use', 'indoor', 'space', 'get', 'bit', 'physical', 'activity']",,neutral
306,"['yep', 'getting', 'fired', 'want', 'allow', 'indoor', 'dining', 'tiny', 'ass', 'store', 'se', 'unit', 'tables']",,neutral
307,"['rt', 'mikewrite', 'florida', 'covid', 'cases', 'surged', 'since', 'gov', 'ron', 'desantis', 'sept', 'ignored', 'county', 'officials', 'wishes', 'allowed', 'indoor', 'bar']",,neutral
308,"['nickbanxx', 'kayy', 'literally', 'place', 'state', 'completely', 'closed', 'ind']",,neutral
309,"['rt', 'josstheboss', 'flu', 'looking', 'american']",,neutral
310,"['darkobsidion', 'debbie', 'davidmackau', 'nope', 'never', 'acknowledged', 'covid', 'til', 'late', 'jan', 'even', 'flu']",,neutral
311,"['jewelsjohnny', 'shellymarie', 'xx', 'rushx', 'lisahagan', 'compare', 'mortality', 'rate', 'cv', 'w', 'seasonal', 'flu', 'specifi']",,neutral
312,"['rt', 'josstheboss', 'flu', 'looking', 'american']",,neutral
313,"['shaneforbes', 'lizannsonders', 'soberlook', 'noaa', 'nasa', 'johnshopkins', 'goldmansachs', 'temperature', 'cause', 'illness']",illness,negative
314,"['chrislhayes', 'case', 'know', 'many', 'viruses', 'world', 'take', 'life', 'including', 'f']",,neutral
315,"['schirl', 'smith', 'grandfather', 'died', 'last', 'pandemic', 'family', 'lost', 'life', 'generati']","died,lost",negative
316,"['rt', 'selenemsc', 'wisconsinites', 'died', 'covid', 'last', 'three', 'days', 'entirety', 'flu', 'season', 'maskup']",died,negative
317,"['rt', 'ashalogos', 'keen', 'injecting', 'completely', 'unproven', 'concoction', 'poisons', 'body', 'supposedly', 'combat', 'hyped', 'flu']","keen,unproven",neutral
318,"['piersmorgan', 'went', 'doctors', 'yesterday', 'flu', 'jab', 'isolating', 'due', 'hca', 'daughter', 'covid']",,neutral
319,"['rt', 'leahbutlersmith', 'hugely', 'respected', 'eminent', 'professor', 'john', 'ioannadis', 'stanford', 'uni', 'conducted', 'complete', 'study', 'prove', 'infecti']",eminent,positive
320,"['jd', 'dannydavies', 'uk', 'roxannerandel', 'luucielou', 'scrap', 'iron', 'ryan', 'oh', 'believe', 'k', 'people', 'died']","scrap,died",negative
321,"['rt', 'claytravis', 'stop', 'testing', 'healthy', 'people', 'feel', 'sick', 'stay', 'home', 'feel', 'sick', 'longer', 'flu', 'sever']","healthy,sick,sever",negative
322,"['taraparkerpope', 'bruceexotic', 'means', 'flu', 'deaths', 'care', 'deaths']",,neutral
323,"['deandowns', 'steveonspeed', 'ok', 'similar', 'flu', 'others', 'fatigue', 'breathing', 'issues', 'folk']","fatigue,issues",negative
324,"['jessicaj', 'mt', 'greene', 'andimcd', 'govmikedewine', 'realize', 'people', 'face', 'odds', 'dying', 'flu']",dying,negative
325,"['murtrack', 'headclaire', 'ukcovid', 'stats', 'say', 'problem', 'clearly', 'previous']","problem,clearly",neutral
326,"['rt', 'muh', 'rye', 'uh', 'started', 'taking', 'antidepressants', 'first', 'time', 'year', 'never', 'heard', 'cold', 'flu', 'season']",cold,negative
327,"['govlarryhogan', 'since', 'cdc', 'tracking', 'seasonal', 'flu', 'year', 'many', 'cases', 'stacking']",,neutral
328,"['ok', 'back', 'cook', 'late', 'breakfast', 'ok', 'unrelated', 'politics', 'amp', 'everyday', 'going', 'suggest']",,neutral
329,"['rt', 'plumremson', 'jhaskinscabrera', 'nobody', 'seems', 'remember', 'stories', 'like']",like,positive
330,"['states', 'mandate', 'covid', 'residents', 'similar', 'see', 'flu']",,neutral
331,"['fiatshredder', 'dominicgiambo', 'elonmusk', 'using', 'masks', 'actually', 'quite', 'commonplace', 'asian', 'countries', 'u']",commonplace,negative
332,"['vyndahlia', 'showing', 'symptoms', 'either', 'recently', 'got', 'flu', 'shot', 'case', 'stay', 'safe']","symptoms,safe",neutral
333,"['stepping', 'daily', 'meet', 'demands', 'pandemic', 'mahesh', 'moolani', 'md', 'amp', 'discuss']",,neutral
334,"['josstheboss', 'let', 'start', 'calling', 'gringo', 'flu']",,neutral
335,"['pretty', 'much', 'yet', 'push', 'flu', 'shot', 'program', 'side', 'effects', 'amp', 'emergency', 'visits', 'blame', 'humans']","pretty,emergency,blame",negative
336,"['kaiser', 'text', 'get', 'flu', 'shot']",,neutral
337,"['steveonspeed', 'th', 'day', 'symptoms', 'testing', 'positive', 'freaking', 'awful', 'trust', 'want']","symptoms,positive,freaking,awful,trust",negative
338,"['rt', 'theprolestar', 'themendozawoman', 'rishi', 'sunak', 'hints', 'winter', 'eat', 'help', 'scheme', 'case', 'non', 'lockdown', 'rubbish', 'testing', 'se']",rubbish,negative
339,"['thinking', 'vaccines', 'desperately', 'want', 'inject', 'everyone', 'kung', 'fu']",desperately,negative
